80,67,0,0,0,67,0,67,67,0,0,0,0,0,0,0,0,0,0,0,22,11,15.556349186104045,242,1,0,1,1,0,37.0,0.0,-1,0,0,0,0,0,0,BENIGN
80,43511605,1460,1335.6702002355712,334.61402302614,31994,106336.5539094088148851616073,429113,1,43510682,85148.10580430528375733855186,160464.1170045481970645308800,430186,1131,43511525,51310.76052830188679245283019,142782.0688948849135366032881,465424,1,0,1460,848.2218956649523,682.4137841404826,465688.5727849332,1,1,1,1,0,868.3188831741367,1335.6702002355712,-1,0,0,0,0,0,0,BENIGN
80,34274,0,0,0,8569,5696.013773124580205930898338,12201,142,34274,8568.50225,5696.013773124580205930898338,12201,142,0,0,0,0,0,0,6,6,0.0,0,1,0,0,1,0,26.0,0,-1,0,0,0,0,0,0,BENIGN
80,44330333,1460,1132.8511488511488,570.0361293998643,27759,78072.08675252868737506027644,331226,1,44329341,74378.08938926174496644295302,113940.6514312411488711745951,332298,1294,44330265,44330.264631,99161.54146764767886334919137,331287,1,0,1460,731.145181476846,690.1159805232097,476260.0665735112,1,1,1,1,0,751.8660826032541,1132.8511488511488,-1,0,0,0,0,0,0,BENIGN
80,143714,0,0,0,23952,42290.49198565581439039431140,109525,55,143714,28742.7076,45458.90718612451752697951994,109580,87,0,0,0,0,0,0,164,27.714285714285715,60.13793668368935,3616.5714285714284,1,0,1,1,0,49.42857142857143,0.0,-1,0,0,0,0,0,0,BENIGN
59164,396714,6,6,0,396714,0,396714,396714,0,0,0,0,0,0,0,0,0,0,0,6,3,4.242640687119285,18,1,0,0,1,0,23.0,6.0,-1,0,0,0,0,0,0,BENIGN
80,45296994,1460,1132.8511488511488,570.0361293998643,28382,88479.09327380802517201683148,427104,1,45296566,76128.68228067226890756302521,132319.7361574841503218960173,428176,1246,45296939,45296.938784,111040.8334023177820899191923,462997,1,0,1460,731.5003130870382,690.1860702448669,476356.8115600523,1,1,1,1,0,752.2141515341265,1132.8511488511488,-1,0,0,0,0,0,0,BENIGN
59164,391137,6,6,0,391137,0,391137,391137,0,0,0,0,0,0,0,0,0,0,0,6,3,4.242640687119285,18,0,0,0,1,0,23.0,6.0,-1,0,0,0,0,0,0,BENIGN
80,34069,0,0,0,8517,5689.236135159527430270849328,12007,107,34069,8517.29575,5689.236135159527430270849328,12007,107,0,0,0,0,0,0,6,6,0.0,0,1,0,0,1,0,26.0,0,-1,0,0,0,0,0,0,BENIGN
80,45754081,1460,1351.589988081049,302.91906209623846,33942,109587.0249766581883743089741,429580,1,45753371,89888.74425736738703339882122,164208.4960578860121324978650,430673,904,45753999,54599.04364558472553699284010,147431.1814872424409447709913,465303,1,0,1460,855.5240919199407,680.9910545449092,463748.8163701874,1,1,1,1,0,875.6041512231283,1351.589988081049,-1,0,0,0,0,0,0,BENIGN
80,45886346,1460,1318.586046511628,364.80939994973517,33396,108705.6426651933567978580994,432216,1,45885122,89270.66455058365758754863813,163675.0518241207059872549706,432804,1198,45886314,53418.29311292200232828870780,145280.4548603510735494885367,468419,1,0,1460,839.9432727272728,683.854659077372,467657.1947418288,1,1,1,1,0,860.0654545454546,1318.586046511628,-1,0,0,0,0,0,0,BENIGN
80,34016,0,0,0,8504,5675.760758481243748813922240,11980,108,34016,8503.96025,5675.760758481243748813922240,11980,108,0,0,0,0,0,0,6,6,0.0,0,1,0,0,1,0,26.0,0,-1,0,0,0,0,0,0,BENIGN
80,46012673,1460,1359.693045563549,285.0961957654523,34312,110281.0697629119356765187498,431996,1,46011512,90752.49005522682445759368836,165027.9136765125815141749789,433007,936,46012592,55237.20531932773109243697479,148621.9531262926033251774765,470032,1,0,1460,859.74217585693,680.227573443269,462709.5516725179,1,1,1,1,0,879.8047690014903,1359.693045563549,-1,0,0,0,0,0,0,BENIGN
80,34077,0,0,0,8519,5703.784230848294165393688435,12041,85,34077,8519.2545,5703.784230848294165393688435,12041,85,0,0,0,0,0,0,6,6,0.0,0,1,0,0,1,0,26.0,0,-1,0,0,0,0,0,0,BENIGN
80,46150698,1460,1318.586046511628,364.80939994973517,33589,109116.8664427488225472658836,431818,1,46149502,89785.02381906614785992217899,164223.0214113879867588609350,432892,957,46150623,53725.98744935972060535506403,145808.7738411653131072219950,468034,1,0,1460,839.9432727272728,683.854659077372,467657.1947418288,1,1,1,1,0,860.0654545454546,1318.586046511628,-1,0,0,0,0,0,0,BENIGN
80,34150,0,0,0,8538,5691.963446719264552659484745,12053,126,34150,8537.57275,5691.963446719264552659484745,12053,126,0,0,0,0,0,0,6,6,0.0,0,1,0,0,1,0,26.0,0,-1,0,0,0,0,0,0,BENIGN
80,46278375,1460,1312.4814814814815,374.82056843387545,33559,109036.6838895708574705263104,429277,1,46277162,89858.56781165048543689320388,164213.8928062665437508317557,430282,1027,46278295,53624.90730475086906141367323,145553.8123364238558575212605,465793,1,0,1460,837.0188405797102,684.3469500283887,468330.74801315804,1,1,1,1,0,857.1492753623188,1312.4814814814815,-1,0,0,0,0,0,0,BENIGN
80,34166,0,0,0,8542,5663.806933120241579009011096,12101,184,34166,8541.55625,5663.806933120241579009011096,12101,184,0,0,0,0,0,0,6,6,0.0,0,1,0,0,1,0,26.0,0,-1,0,0,0,0,0,0,BENIGN
80,46362152,1460,1330.9671361502346,343.2765824807823,33990,109895.8047722910555112229953,431626,1,46360929,90548.68949609375,165047.5013885235097847532772,432588,1250,46362085,54479.53556169212690951821387,147114.9080109912695528029676,468060,1,0,1460,845.8564102564103,682.8198722215062,466242.97790059407,1,1,1,1,0,865.9619047619047,1330.9671361502346,-1,0,0,0,0,0,0,BENIGN
80,46367126,1460,1318.586046511628,364.80939994973517,33746,109409.3438969291705591388256,431953,1,46365910,90206.05137159533073929961089,164604.7210800496787499897346,432975,1273,46367057,53977.94772176949941792782305,146161.9531833778690522275934,467796,1,0,1460,839.9432727272728,683.854659077372,467657.1947418288,1,1,1,1,0,860.0654545454546,1318.586046511628,-1,0,0,0,0,0,0,BENIGN
80,34308,0,0,0,6862,6176.116183227635817367539144,12028,76,34308,6861.5596,6176.116183227635817367539144,12028,76,0,0,0,0,0,0,6,6,0.0,0,1,0,0,1,0,26.0,0,-1,0,0,0,0,0,0,BENIGN
80,33488,0,0,0,8372,5592.985644520613881482334434,12043,85,33488,8372.0025,5592.985644520613881482334434,12043,85,0,0,0,0,0,0,6,6,0.0,0,1,0,0,1,0,26.0,0,-1,0,0,0,0,0,0,BENIGN
80,34140,0,0,0,8535,5677.314059958781835178673182,12072,155,34140,8535.0585,5677.314059958781835178673182,12072,155,0,0,0,0,0,0,6,6,0.0,0,1,0,0,1,0,26.0,0,-1,0,0,0,0,0,0,BENIGN
80,46321373,1460,1334.0988235294117,337.5403752821442,34035,109869.1571748860915717505858,428266,1,46320191,90646.16614872798434442270059,164953.8535380985445230596476,429299,1,46321338,54559.87934982332155477031802,147226.0280018380440607682583,465693,1,0,1460,847.5991189427313,682.5501147619885,465874.6591616038,1,1,1,1,0,867.6960352422908,1334.0988235294117,-1,0,0,0,0,0,0,BENIGN
80,34241,0,0,0,8560,5621.626429127961896539570448,12135,255,34241,8560.289,5621.626429127961896539570448,12135,255,0,0,0,0,0,0,6,6,0.0,0,1,0,0,1,0,26.0,0,-1,0,0,0,0,0,0,BENIGN
80,46320191,1460,1335.6702002355712,334.61402302614,34059,109872.6709720515548094635013,427950,1,46319330,90644.48102935420743639921722,164893.0667907363922944510549,428927,877,46320116,54622.77805778301886792452830,147297.7085941341516560473235,466225,1,0,1460,848.2218956649523,682.4137841404826,465688.5727849332,1,1,1,1,0,868.3188831741367,1335.6702002355712,-1,0,0,0,0,0,0,BENIGN
80,34175,0,0,0,8544,5656.294807261633235058341499,12011,181,34175,8543.83575,5656.294807261633235058341499,12011,181,0,0,0,0,0,0,6,6,0.0,0,1,0,0,1,0,26.0,0,-1,0,0,0,0,0,0,BENIGN
80,46322774,1460,1271.2825112107623,434.1771618411012,32668,107249.7433695360053055501032,427749,1,46321265,88063.24102091254752851711027,162231.4768826991182807398106,428764,885,46322693,51989.55417957351290684624018,141629.0478337983651897272232,464022,1,0,1460,815.2854122621565,687.2592084583102,472325.21961074317,1,1,1,1,0,835.5052854122622,1271.2825112107623,-1,0,0,0,0,0,0,BENIGN
80,34138,0,0,0,8535,5670.455078282488842475481006,11949,126,34138,8534.5065,5670.455078282488842475481006,11949,126,0,0,0,0,0,0,6,6,0.0,0,1,0,0,1,0,26.0,0,-1,0,0,0,0,0,0,BENIGN
80,46369623,1460,1265.607142857143,441.4273644853934,32563,107059.4577435539085046511343,428334,1,46368513,87819.15379924242424242424242,162001.0699888756141126947061,428934,872,46369542,51809.54426145251396648044693,141153.8309681247276488228167,464223,1,0,1460,812.0828070175438,687.5955767214814,472787.67712694657,1,1,1,1,0,832.318596491228,1265.607142857143,-1,0,0,0,0,0,0,BENIGN
